                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 2.6378,                 2.3654,                 2.0383,                0.60551,                 0.3532,                0.37136,                 0.2329,                 2.8154,                 2.8904,                 2.1565,             0.00010894,             0.00010894,             0.00010894
                    149,                 2.6678,                 2.3636,                 2.0406,                0.65386,                0.32883,                0.37305,                0.23549,                 2.8134,                 2.8827,                 2.1599,             0.00010696,             0.00010696,             0.00010696
                    150,                 2.6521,                 2.3659,                 2.0298,                0.61624,                0.34219,                0.37261,                 0.2349,                 2.8215,                 2.8781,                 2.1612,             0.00010498,             0.00010498,             0.00010498
                    151,                 2.6864,                 2.3905,                 2.0464,                0.61435,                0.35456,                0.37458,                0.23586,                 2.8077,                 2.8693,                 2.1584,               0.000103,               0.000103,               0.000103
                    152,                  2.641,                 2.3706,                 2.0408,                0.61064,                0.35757,                0.37726,                0.23493,                 2.8236,                 2.8612,                  2.166,             0.00010102,             0.00010102,             0.00010102
                    153,                 2.6586,                 2.3493,                  2.032,                0.60549,                0.36262,                0.37777,                0.23595,                 2.8129,                 2.8569,                 2.1594,              9.904e-05,              9.904e-05,              9.904e-05
                    154,                 2.6492,                 2.3479,                 2.0276,                0.59775,                0.36258,                0.37598,                0.23591,                 2.8011,                  2.858,                 2.1549,              9.706e-05,              9.706e-05,              9.706e-05
                    155,                 2.6621,                 2.3585,                 2.0301,                0.60825,                0.35072,                0.37464,                 0.2333,                 2.8272,                 2.8607,                 2.1627,              9.508e-05,              9.508e-05,              9.508e-05
                    156,                 2.6577,                 2.3404,                 2.0391,                0.63062,                0.34129,                0.37295,                0.23407,                 2.8224,                 2.8587,                 2.1634,               9.31e-05,               9.31e-05,               9.31e-05
                    157,                 2.6542,                 2.3442,                 2.0372,                0.59223,                0.36717,                0.37472,                0.23656,                 2.8129,                 2.8592,                 2.1605,              9.112e-05,              9.112e-05,              9.112e-05
                    158,                  2.663,                 2.3561,                 2.0362,                0.61213,                0.35576,                0.37547,                0.23537,                 2.8133,                 2.8557,                 2.1601,              8.914e-05,              8.914e-05,              8.914e-05
                    159,                 2.6263,                 2.3362,                 2.0267,                0.63058,                0.34459,                0.37537,                0.23587,                 2.8152,                 2.8331,                 2.1583,              8.716e-05,              8.716e-05,              8.716e-05
                    160,                 2.6416,                 2.3329,                 2.0326,                 0.6229,                0.33711,                0.37402,                0.23636,                 2.8177,                 2.8431,                 2.1617,              8.518e-05,              8.518e-05,              8.518e-05
                    161,                  2.643,                  2.344,                 2.0312,                0.59887,                0.36649,                0.37447,                0.23566,                 2.8144,                 2.8396,                  2.162,               8.32e-05,               8.32e-05,               8.32e-05
                    162,                 2.6489,                 2.3414,                 2.0246,                0.62877,                0.33725,                0.37404,                0.23667,                 2.8144,                 2.8542,                 2.1603,              8.122e-05,              8.122e-05,              8.122e-05
                    163,                 2.6547,                 2.3356,                 2.0352,                0.57483,                0.34216,                0.37354,                0.23469,                 2.8256,                 2.8536,                 2.1632,              7.924e-05,              7.924e-05,              7.924e-05
                    164,                 2.6197,                 2.3169,                 2.0275,                0.59239,                0.32985,                0.37341,                0.23407,                 2.8213,                 2.8507,                 2.1572,              7.726e-05,              7.726e-05,              7.726e-05
                    165,                 2.6355,                 2.3184,                 2.0339,                0.66643,                 0.3257,                0.37515,                0.23384,                  2.829,                  2.851,                 2.1625,              7.528e-05,              7.528e-05,              7.528e-05
                    166,                 2.6324,                 2.3275,                 2.0254,                0.64611,                 0.3282,                0.37457,                0.23454,                 2.8256,                 2.8667,                 2.1617,               7.33e-05,               7.33e-05,               7.33e-05
                    167,                 2.6439,                 2.3339,                 2.0304,                0.62297,                0.34662,                0.37702,                0.23663,                 2.8165,                  2.853,                 2.1592,              7.132e-05,              7.132e-05,              7.132e-05
                    168,                 2.6235,                 2.3258,                  2.033,                0.64074,                0.33537,                0.37533,                  0.236,                 2.8083,                 2.8606,                 2.1554,              6.934e-05,              6.934e-05,              6.934e-05
                    169,                 2.6096,                 2.2985,                 2.0184,                0.63518,                0.34182,                0.37351,                0.23419,                 2.8179,                 2.8798,                 2.1633,              6.736e-05,              6.736e-05,              6.736e-05
                    170,                 2.6019,                 2.2969,                 2.0234,                0.63666,                0.33274,                0.37061,                0.23397,                  2.807,                 2.8831,                 2.1592,              6.538e-05,              6.538e-05,              6.538e-05
                    171,                 2.6438,                 2.3256,                 2.0249,                0.65105,                0.32265,                0.37261,                 0.2345,                  2.804,                 2.8821,                 2.1552,               6.34e-05,               6.34e-05,               6.34e-05
                    172,                 2.6434,                 2.3317,                 2.0327,                0.62014,                0.33564,                0.37235,                0.23388,                 2.8178,                 2.8674,                 2.1594,              6.142e-05,              6.142e-05,              6.142e-05
                    173,                 2.6246,                 2.2964,                 2.0217,                0.63461,                0.33206,                0.37379,                0.23484,                 2.8276,                 2.8677,                 2.1632,              5.944e-05,              5.944e-05,              5.944e-05
                    174,                 2.6134,                 2.2845,                 2.0194,                0.65871,                0.32723,                0.37328,                0.23368,                 2.8255,                 2.8759,                 2.1657,              5.746e-05,              5.746e-05,              5.746e-05
                    175,                 2.6478,                 2.3111,                 2.0193,                 0.6529,                0.32829,                0.37316,                0.23446,                 2.8125,                 2.8815,                 2.1619,              5.548e-05,              5.548e-05,              5.548e-05
                    176,                 2.6376,                 2.3167,                 2.0317,                0.65954,                0.32911,                0.37407,                0.23473,                 2.8037,                  2.874,                 2.1579,               5.35e-05,               5.35e-05,               5.35e-05
                    177,                 2.6117,                 2.2995,                  2.018,                0.63817,                0.32695,                0.37304,                0.23344,                 2.8129,                 2.8803,                  2.158,              5.152e-05,              5.152e-05,              5.152e-05
                    178,                 2.6175,                 2.2834,                 2.0199,                0.62992,                0.33551,                0.37397,                0.23369,                 2.8171,                 2.8712,                 2.1587,              4.954e-05,              4.954e-05,              4.954e-05
                    179,                  2.634,                 2.3104,                 2.0227,                0.61721,                0.34958,                0.37762,                0.23547,                 2.8263,                 2.8783,                 2.1611,              4.756e-05,              4.756e-05,              4.756e-05
                    180,                 2.6373,                 2.3041,                 2.0194,                0.63645,                0.34834,                0.37864,                 0.2368,                  2.832,                 2.8697,                 2.1619,              4.558e-05,              4.558e-05,              4.558e-05
                    181,                 2.6031,                    2.3,                 2.0212,                0.63787,                0.34993,                 0.3806,                0.23751,                 2.8314,                 2.8492,                 2.1593,               4.36e-05,               4.36e-05,               4.36e-05
                    182,                 2.6221,                 2.3249,                 2.0204,                0.63189,                0.34324,                0.37903,                0.23738,                 2.8272,                  2.854,                 2.1618,              4.162e-05,              4.162e-05,              4.162e-05
                    183,                 2.6326,                 2.3176,                 2.0269,                0.65735,                0.33115,                0.37957,                0.23706,                 2.8273,                 2.8623,                 2.1624,              3.964e-05,              3.964e-05,              3.964e-05
                    184,                 2.6176,                 2.2872,                 2.0159,                0.63881,                 0.3409,                0.37912,                0.23684,                 2.8344,                 2.8627,                 2.1628,              3.766e-05,              3.766e-05,              3.766e-05
                    185,                 2.6249,                 2.2949,                 2.0174,                0.61577,                0.35414,                0.37901,                0.23565,                 2.8342,                 2.8636,                 2.1656,              3.568e-05,              3.568e-05,              3.568e-05
                    186,                 2.6051,                 2.2947,                 2.0184,                 0.6165,                0.35993,                0.37968,                0.23749,                 2.8285,                 2.8631,                 2.1633,               3.37e-05,               3.37e-05,               3.37e-05
                    187,                 2.6386,                 2.2993,                 2.0308,                0.63195,                0.35559,                 0.3802,                0.23798,                 2.8308,                  2.847,                 2.1622,              3.172e-05,              3.172e-05,              3.172e-05
                    188,                 2.6542,                  2.318,                 2.0214,                0.62831,                0.34934,                0.37864,                 0.2365,                 2.8277,                 2.8542,                 2.1618,              2.974e-05,              2.974e-05,              2.974e-05
                    189,                 2.6058,                 2.2638,                 2.0102,                 0.6285,                0.34273,                 0.3788,                0.23684,                 2.8236,                 2.8518,                 2.1619,              2.776e-05,              2.776e-05,              2.776e-05
                    190,                 2.5995,                 2.2688,                 2.0156,                 0.6372,                0.34141,                0.37918,                 0.2366,                 2.8243,                 2.8474,                 2.1616,              2.578e-05,              2.578e-05,              2.578e-05
                    191,                 2.6945,                 2.3755,                 2.0449,                0.59006,                0.35987,                0.36734,                0.22878,                  2.864,                 2.9115,                 2.1834,               2.38e-05,               2.38e-05,               2.38e-05
                    192,                  2.653,                 2.2962,                 2.0298,                0.63698,                0.32064,                0.35828,                 0.2225,                 2.8986,                 2.9781,                 2.1966,              2.182e-05,              2.182e-05,              2.182e-05
                    193,                 2.6388,                 2.2772,                 2.0259,                0.63237,                0.31484,                0.35319,                0.22022,                 2.9115,                 3.0256,                 2.2005,              1.984e-05,              1.984e-05,              1.984e-05
                    194,                 2.6451,                 2.3005,                 2.0219,                0.56039,                0.31232,                 0.3498,                0.21726,                 2.9173,                 3.0484,                 2.2043,              1.786e-05,              1.786e-05,              1.786e-05
                    195,                 2.6184,                 2.2674,                 2.0143,                0.55511,                0.31389,                0.34961,                0.21727,                 2.9171,                 3.0614,                 2.2046,              1.588e-05,              1.588e-05,              1.588e-05
                    196,                 2.6207,                 2.2567,                  2.022,                0.55131,                0.31786,                0.34949,                0.21736,                 2.9123,                 3.0655,                 2.2031,               1.39e-05,               1.39e-05,               1.39e-05
                    197,                 2.6319,                 2.2777,                 2.0108,                0.54761,                0.31938,                0.34919,                 0.2178,                 2.9071,                 3.0652,                 2.1999,              1.192e-05,              1.192e-05,              1.192e-05
                    198,                 2.6324,                 2.2685,                 2.0173,                0.54687,                0.32126,                0.34924,                0.21759,                 2.9011,                 3.0661,                 2.1952,               9.94e-06,               9.94e-06,               9.94e-06
                    199,                 2.6103,                 2.2539,                 2.0121,                0.47495,                0.32464,                0.34861,                0.21769,                 2.8975,                 3.0612,                  2.194,               7.96e-06,               7.96e-06,               7.96e-06
                    200,                 2.6297,                 2.2525,                 2.0041,                0.54248,                0.32027,                0.34781,                0.21709,                 2.9002,                 3.0616,                  2.195,               5.98e-06,               5.98e-06,               5.98e-06
