                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 2.1933,                 1.5056,                 1.8996,                0.58916,                0.46761,                0.48341,                0.27962,                 2.8417,                 2.7073,                 2.2742,              0.0001129,              0.0001129,              0.0001129
                    147,                  2.189,                 1.5085,                 1.8936,                0.59113,                0.45226,                0.47263,                0.27298,                 2.8455,                 2.7306,                  2.279,             0.00011092,             0.00011092,             0.00011092
                    148,                 2.1768,                 1.5096,                 1.8953,                 0.5979,                0.45068,                0.48308,                0.28002,                 2.8475,                 2.7078,                 2.2703,             0.00010894,             0.00010894,             0.00010894
                    149,                 2.1961,                 1.5088,                  1.897,                0.69068,                 0.4147,                0.48023,                0.27752,                  2.831,                 2.7033,                 2.2721,             0.00010696,             0.00010696,             0.00010696
                    150,                 2.1854,                 1.5041,                 1.8884,                0.66605,                0.42496,                0.48243,                0.27698,                  2.843,                 2.7188,                 2.2775,             0.00010498,             0.00010498,             0.00010498
                    151,                 2.2091,                 1.5119,                 1.8999,                0.53343,                0.45938,                0.48231,                0.27717,                 2.8417,                 2.7228,                 2.2906,               0.000103,               0.000103,               0.000103
                    152,                 2.1757,                 1.5025,                 1.8976,                 0.6111,                0.45843,                 0.4816,                0.27754,                 2.8384,                 2.7233,                 2.2892,             0.00010102,             0.00010102,             0.00010102
                    153,                 2.1878,                 1.4914,                 1.8893,                0.60288,                0.45224,                0.48004,                0.27758,                 2.8377,                 2.7126,                 2.2818,              9.904e-05,              9.904e-05,              9.904e-05
                    154,                 2.1842,                 1.4942,                 1.8882,                0.57404,                0.46904,                0.47944,                0.27697,                 2.8333,                 2.6917,                 2.2811,              9.706e-05,              9.706e-05,              9.706e-05
                    155,                 2.1871,                 1.4964,                 1.8844,                0.60734,                0.45652,                0.48197,                0.27836,                 2.8406,                 2.6932,                 2.2775,              9.508e-05,              9.508e-05,              9.508e-05
                    156,                 2.1796,                 1.4821,                 1.8923,                0.58955,                0.45546,                0.47767,                0.26812,                 2.8464,                 2.6929,                 2.2836,               9.31e-05,               9.31e-05,               9.31e-05
                    157,                 2.1771,                 1.4776,                 1.8906,                0.59884,                0.44466,                0.47655,                0.26809,                 2.8452,                 2.7114,                 2.2828,              9.112e-05,              9.112e-05,              9.112e-05
                    158,                 2.1883,                 1.4986,                 1.8893,                0.60421,                0.45743,                0.47812,                0.26919,                 2.8389,                 2.6923,                 2.2812,              8.914e-05,              8.914e-05,              8.914e-05
                    159,                 2.1508,                 1.4695,                 1.8812,                0.61639,                0.44297,                0.47893,                0.26877,                 2.8295,                 2.7125,                  2.274,              8.716e-05,              8.716e-05,              8.716e-05
                    160,                 2.1725,                 1.4811,                 1.8876,                0.57673,                0.47278,                0.47874,                0.26948,                 2.8451,                 2.7216,                 2.2887,              8.518e-05,              8.518e-05,              8.518e-05
                    161,                 2.1725,                 1.4779,                 1.8909,                0.61398,                0.44928,                0.47908,                  0.271,                 2.8509,                 2.7051,                 2.2985,               8.32e-05,               8.32e-05,               8.32e-05
                    162,                 2.1781,                 1.4765,                 1.8833,                0.61847,                0.45025,                0.48225,                0.27201,                 2.8542,                 2.7146,                 2.2908,              8.122e-05,              8.122e-05,              8.122e-05
                    163,                  2.174,                 1.4778,                  1.889,                0.59828,                0.45166,                0.47908,                0.27007,                 2.8513,                 2.7203,                 2.2872,              7.924e-05,              7.924e-05,              7.924e-05
                    164,                   2.13,                 1.4562,                 1.8778,                0.61172,                 0.4456,                0.47751,                0.27151,                   2.84,                 2.7133,                 2.2775,              7.726e-05,              7.726e-05,              7.726e-05
                    165,                 2.1539,                 1.4583,                 1.8822,                0.63179,                0.43622,                0.48141,                0.27839,                 2.8319,                 2.7319,                 2.2709,              7.528e-05,              7.528e-05,              7.528e-05
                    166,                 2.1551,                 1.4539,                 1.8814,                0.53711,                0.44673,                0.47722,                0.27108,                 2.8412,                 2.7383,                 2.2842,               7.33e-05,               7.33e-05,               7.33e-05
                    167,                 2.1534,                 1.4662,                   1.88,                0.64347,                0.43709,                0.48149,                 0.2718,                 2.8308,                 2.7428,                 2.2743,              7.132e-05,              7.132e-05,              7.132e-05
                    168,                 2.1424,                 1.4493,                 1.8857,                0.60166,                0.44636,                0.47577,                0.27599,                 2.8305,                 2.7443,                 2.2688,              6.934e-05,              6.934e-05,              6.934e-05
                    169,                 2.1367,                 1.4413,                 1.8759,                0.60878,                0.44211,                0.47642,                0.27557,                 2.8227,                 2.7395,                 2.2618,              6.736e-05,              6.736e-05,              6.736e-05
                    170,                 2.1141,                 1.4371,                 1.8761,                0.60316,                0.42452,                0.46913,                0.26551,                  2.825,                 2.7461,                 2.2691,              6.538e-05,              6.538e-05,              6.538e-05
                    171,                 2.1564,                 1.4624,                 1.8807,                0.59127,                0.42685,                 0.4679,                0.26478,                 2.8323,                 2.7403,                 2.2788,               6.34e-05,               6.34e-05,               6.34e-05
                    172,                 2.1556,                 1.4611,                 1.8818,                0.66141,                0.42935,                0.47095,                0.26604,                 2.8248,                 2.7382,                 2.2705,              6.142e-05,              6.142e-05,              6.142e-05
                    173,                 2.1327,                 1.4365,                  1.875,                 0.6642,                0.42223,                0.47268,                0.27277,                 2.8378,                 2.7445,                 2.2771,              5.944e-05,              5.944e-05,              5.944e-05
                    174,                 2.1275,                 1.4284,                 1.8745,                0.58866,                0.42948,                 0.4726,                0.27223,                 2.8408,                 2.7532,                 2.2782,              5.746e-05,              5.746e-05,              5.746e-05
                    175,                 2.1616,                 1.4509,                 1.8729,                0.60274,                0.44763,                0.47384,                0.27478,                 2.8355,                 2.7526,                  2.277,              5.548e-05,              5.548e-05,              5.548e-05
                    176,                 2.1364,                 1.4558,                 1.8806,                0.59799,                0.46007,                0.47795,                0.27639,                  2.833,                 2.7546,                 2.2809,               5.35e-05,               5.35e-05,               5.35e-05
                    177,                 2.1292,                 1.4297,                 1.8758,                 0.6006,                0.45315,                0.47877,                0.27637,                 2.8344,                 2.7395,                 2.2805,              5.152e-05,              5.152e-05,              5.152e-05
                    178,                 2.1182,                 1.4247,                 1.8704,                0.59921,                0.44598,                0.47819,                0.27695,                  2.832,                 2.7253,                 2.2754,              4.954e-05,              4.954e-05,              4.954e-05
                    179,                 2.1516,                 1.4452,                 1.8783,                0.60466,                0.44571,                 0.4788,                0.27846,                 2.8314,                 2.7237,                  2.274,              4.756e-05,              4.756e-05,              4.756e-05
                    180,                 2.1432,                 1.4395,                 1.8738,                0.59949,                 0.4491,                0.47688,                0.27756,                 2.8332,                 2.7275,                 2.2772,              4.558e-05,              4.558e-05,              4.558e-05
                    181,                 2.1101,                  1.429,                 1.8731,                0.61008,                0.44949,                0.47749,                0.27908,                 2.8337,                 2.7351,                 2.2744,               4.36e-05,               4.36e-05,               4.36e-05
                    182,                 2.1352,                 1.4501,                 1.8743,                 0.6323,                0.43545,                  0.477,                0.27881,                  2.835,                  2.727,                 2.2752,              4.162e-05,              4.162e-05,              4.162e-05
                    183,                 2.1345,                 1.4378,                 1.8767,                0.64199,                0.42456,                0.47594,                0.27157,                 2.8326,                 2.7335,                 2.2769,              3.964e-05,              3.964e-05,              3.964e-05
                    184,                 2.1308,                 1.4318,                 1.8698,                0.59931,                0.44104,                0.47646,                0.27034,                 2.8342,                 2.7378,                 2.2774,              3.766e-05,              3.766e-05,              3.766e-05
                    185,                 2.1297,                 1.4355,                 1.8688,                0.50561,                0.45719,                 0.4738,                0.26921,                 2.8306,                 2.7392,                 2.2773,              3.568e-05,              3.568e-05,              3.568e-05
                    186,                 2.1187,                 1.4208,                 1.8721,                0.50769,                 0.4554,                0.47588,                0.27053,                 2.8357,                 2.7372,                 2.2803,               3.37e-05,               3.37e-05,               3.37e-05
                    187,                 2.1409,                 1.4385,                 1.8792,                0.62314,                0.43714,                0.47726,                0.27133,                 2.8333,                  2.738,                 2.2774,              3.172e-05,              3.172e-05,              3.172e-05
                    188,                 2.1555,                 1.4496,                 1.8693,                0.59709,                0.44504,                0.47919,                0.27783,                 2.8326,                 2.7416,                  2.279,              2.974e-05,              2.974e-05,              2.974e-05
                    189,                 2.1125,                 1.4099,                 1.8632,                 0.5858,                0.44673,                0.47783,                0.27751,                 2.8341,                 2.7363,                  2.282,              2.776e-05,              2.776e-05,              2.776e-05
                    190,                 2.1115,                 1.4134,                 1.8679,                 0.6203,                0.43577,                0.47786,                0.27767,                 2.8335,                 2.7345,                 2.2823,              2.578e-05,              2.578e-05,              2.578e-05
                    191,                 2.2654,                 1.5574,                 1.9108,                0.59117,                0.42496,                0.46464,                 0.2677,                 2.8694,                 2.7744,                 2.3068,               2.38e-05,               2.38e-05,               2.38e-05
                    192,                 2.2146,                 1.4998,                 1.8931,                0.55164,                0.44229,                 0.4563,                0.26332,                 2.8884,                 2.8042,                 2.3114,              2.182e-05,              2.182e-05,              2.182e-05
                    193,                 2.2035,                 1.4674,                 1.8867,                 0.5595,                0.41453,                 0.4175,                0.24802,                 2.9049,                 2.8265,                  2.312,              1.984e-05,              1.984e-05,              1.984e-05
                    194,                 2.2035,                 1.4862,                 1.8804,                0.46972,                0.41948,                0.41721,                0.24632,                 2.9106,                 2.8461,                 2.3118,              1.786e-05,              1.786e-05,              1.786e-05
                    195,                 2.1835,                 1.4613,                 1.8775,                0.45876,                0.42958,                0.41613,                0.24886,                 2.9109,                 2.8542,                 2.3103,              1.588e-05,              1.588e-05,              1.588e-05
                    196,                 2.1803,                  1.453,                 1.8805,                0.51729,                0.42714,                0.41557,                0.24873,                 2.9067,                 2.8527,                 2.3074,               1.39e-05,               1.39e-05,               1.39e-05
                    197,                 2.1885,                 1.4463,                 1.8732,                0.61327,                0.40761,                0.41697,                0.24991,                 2.9048,                 2.8578,                 2.3052,              1.192e-05,              1.192e-05,              1.192e-05
                    198,                  2.194,                 1.4489,                 1.8743,                0.62186,                0.40877,                0.41906,                0.25167,                 2.9017,                 2.8557,                 2.3032,               9.94e-06,               9.94e-06,               9.94e-06
                    199,                 2.1673,                 1.4216,                 1.8677,                0.62417,                0.40705,                0.45249,                0.26536,                 2.9083,                 2.8523,                 2.3068,               7.96e-06,               7.96e-06,               7.96e-06
                    200,                 2.1745,                 1.4326,                 1.8623,                0.62501,                0.40848,                0.45147,                0.26455,                 2.9076,                 2.8565,                 2.3055,               5.98e-06,               5.98e-06,               5.98e-06
