                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                  1.799,                 1.0748,                 1.8441,                0.63471,                0.45455,                0.52188,                0.30665,                 2.8229,                 2.8202,                 2.5441,              0.0001129,              0.0001129,              0.0001129
                    147,                 1.8019,                 1.0747,                 1.8355,                0.60759,                0.47171,                0.51733,                0.30781,                  2.797,                 2.8278,                 2.5292,             0.00011092,             0.00011092,             0.00011092
                    148,                 1.7932,                  1.085,                 1.8446,                0.59862,                  0.479,                  0.524,                0.30863,                 2.7988,                 2.8409,                 2.5278,             0.00010894,             0.00010894,             0.00010894
                    149,                 1.8076,                  1.076,                 1.8416,                0.62037,                 0.4675,                0.52194,                0.30577,                 2.8115,                 2.7977,                 2.5391,             0.00010696,             0.00010696,             0.00010696
                    150,                  1.802,                 1.0747,                  1.835,                0.60708,                0.47829,                0.52627,                0.30102,                 2.8123,                 2.8188,                 2.5335,             0.00010498,             0.00010498,             0.00010498
                    151,                 1.8126,                 1.0857,                 1.8397,                0.60041,                0.47586,                0.52387,                0.30236,                 2.8129,                 2.8242,                 2.5289,               0.000103,               0.000103,               0.000103
                    152,                 1.7864,                 1.0682,                 1.8388,                 0.5983,                 0.4822,                0.52037,                0.29983,                 2.8116,                 2.8259,                 2.5343,             0.00010102,             0.00010102,             0.00010102
                    153,                 1.7852,                  1.058,                 1.8288,                0.60121,                0.47537,                0.51443,                0.30487,                 2.8125,                 2.8371,                 2.5347,              9.904e-05,              9.904e-05,              9.904e-05
                    154,                 1.7875,                 1.0639,                 1.8343,                0.61843,                0.46476,                0.52068,                0.30537,                 2.8172,                 2.8234,                  2.549,              9.706e-05,              9.706e-05,              9.706e-05
                    155,                 1.7985,                 1.0668,                  1.829,                0.62858,                0.45167,                 0.5132,                 0.3012,                 2.8142,                 2.8187,                 2.5493,              9.508e-05,              9.508e-05,              9.508e-05
                    156,                 1.7743,                 1.0538,                 1.8292,                0.60593,                0.47197,                0.51242,                0.30158,                 2.8133,                 2.7953,                 2.5651,               9.31e-05,               9.31e-05,               9.31e-05
                    157,                 1.7723,                 1.0494,                 1.8311,                0.60987,                0.48377,                0.52219,                0.30357,                 2.8242,                 2.8164,                 2.5697,              9.112e-05,              9.112e-05,              9.112e-05
                    158,                  1.789,                 1.0741,                 1.8309,                0.58976,                0.48901,                0.51725,                  0.303,                 2.8375,                  2.838,                 2.5805,              8.914e-05,              8.914e-05,              8.914e-05
                    159,                 1.7525,                 1.0455,                 1.8218,                0.59776,                0.49096,                0.51567,                 0.3028,                 2.8353,                 2.8309,                 2.5711,              8.716e-05,              8.716e-05,              8.716e-05
                    160,                 1.7809,                 1.0514,                 1.8289,                0.61031,                  0.471,                0.51381,                0.29585,                 2.8218,                 2.8347,                 2.5497,              8.518e-05,              8.518e-05,              8.518e-05
                    161,                  1.773,                  1.042,                 1.8299,                 0.6065,                0.47572,                0.52193,                0.30249,                 2.8246,                 2.8309,                 2.5545,               8.32e-05,               8.32e-05,               8.32e-05
                    162,                 1.7721,                 1.0454,                 1.8201,                  0.627,                0.46311,                0.51455,                0.30104,                 2.8251,                  2.842,                 2.5583,              8.122e-05,              8.122e-05,              8.122e-05
                    163,                 1.7671,                 1.0479,                 1.8225,                0.60914,                0.48477,                0.51898,                0.30382,                 2.8091,                  2.832,                 2.5432,              7.924e-05,              7.924e-05,              7.924e-05
                    164,                 1.7359,                 1.0232,                 1.8167,                0.61716,                0.48301,                0.52269,                0.30283,                 2.8184,                 2.8286,                 2.5457,              7.726e-05,              7.726e-05,              7.726e-05
                    165,                 1.7525,                 1.0359,                 1.8211,                0.57727,                0.50812,                0.52218,                0.29788,                 2.8227,                 2.8431,                 2.5476,              7.528e-05,              7.528e-05,              7.528e-05
                    166,                  1.756,                 1.0385,                  1.821,                0.62588,                0.47707,                0.51959,                 0.2948,                 2.8223,                 2.8498,                 2.5482,               7.33e-05,               7.33e-05,               7.33e-05
                    167,                 1.7492,                 1.0293,                 1.8157,                0.69467,                0.46746,                0.52155,                0.29601,                  2.835,                 2.8471,                 2.5613,              7.132e-05,              7.132e-05,              7.132e-05
                    168,                 1.7277,                 1.0227,                 1.8213,                0.56761,                0.49849,                0.50559,                0.28633,                 2.8253,                 2.8424,                 2.5571,              6.934e-05,              6.934e-05,              6.934e-05
                    169,                 1.7284,                 1.0161,                 1.8169,                0.51558,                0.52812,                0.51742,                0.29918,                 2.8257,                 2.8398,                 2.5686,              6.736e-05,              6.736e-05,              6.736e-05
                    170,                 1.7116,                 1.0103,                 1.8163,                0.62411,                0.47836,                0.52134,                0.29752,                 2.8422,                 2.8587,                 2.5795,              6.538e-05,              6.538e-05,              6.538e-05
                    171,                 1.7489,                 1.0357,                 1.8171,                0.62113,                0.48084,                0.51807,                0.29781,                 2.8349,                 2.8503,                 2.5763,               6.34e-05,               6.34e-05,               6.34e-05
                    172,                 1.7352,                 1.0261,                 1.8175,                 0.6142,                0.49009,                0.51598,                0.29709,                 2.8247,                 2.8362,                 2.5751,              6.142e-05,              6.142e-05,              6.142e-05
                    173,                 1.7353,                 1.0126,                  1.815,                0.61534,                0.48927,                0.51514,                 0.3021,                 2.8249,                 2.8281,                 2.5721,              5.944e-05,              5.944e-05,              5.944e-05
                    174,                 1.7219,                 1.0036,                 1.8131,                0.60176,                0.49502,                0.51944,                 0.3033,                 2.8334,                 2.8467,                 2.5683,              5.746e-05,              5.746e-05,              5.746e-05
                    175,                 1.7458,                 1.0333,                 1.8073,                0.60934,                0.48295,                0.51426,                 0.3013,                 2.8284,                 2.8594,                 2.5624,              5.548e-05,              5.548e-05,              5.548e-05
                    176,                 1.7283,                 1.0295,                 1.8177,                0.62729,                0.47237,                0.51811,                0.30476,                 2.8227,                 2.8295,                 2.5551,               5.35e-05,               5.35e-05,               5.35e-05
                    177,                 1.7148,                0.99674,                 1.8085,                0.62791,                0.47468,                0.52199,                0.30449,                 2.8303,                 2.8377,                 2.5666,              5.152e-05,              5.152e-05,              5.152e-05
                    178,                 1.7134,                 1.0075,                  1.811,                0.60315,                0.49174,                0.51829,                0.30115,                 2.8321,                 2.8376,                 2.5693,              4.954e-05,              4.954e-05,              4.954e-05
                    179,                 1.7363,                 1.0137,                 1.8162,                0.60972,                 0.4845,                0.52024,                0.30024,                 2.8312,                 2.8475,                 2.5749,              4.756e-05,              4.756e-05,              4.756e-05
                    180,                 1.7324,                 1.0121,                 1.8094,                0.62104,                0.47803,                0.52157,                0.30206,                  2.826,                 2.8457,                 2.5709,              4.558e-05,              4.558e-05,              4.558e-05
                    181,                 1.6993,                0.99311,                 1.8096,                0.60464,                   0.49,                0.52201,                0.30444,                 2.8234,                 2.8341,                 2.5628,               4.36e-05,               4.36e-05,               4.36e-05
                    182,                 1.7193,                 1.0194,                 1.8108,                0.60055,                0.49015,                0.52018,                0.30441,                 2.8205,                 2.8236,                  2.559,              4.162e-05,              4.162e-05,              4.162e-05
                    183,                 1.7158,                  1.006,                 1.8099,                0.59842,                0.48604,                0.51828,                0.30251,                 2.8267,                 2.8286,                 2.5644,              3.964e-05,              3.964e-05,              3.964e-05
                    184,                 1.7166,                 1.0003,                 1.8057,                0.59456,                0.49168,                 0.5175,                0.30267,                 2.8193,                 2.8279,                 2.5612,              3.766e-05,              3.766e-05,              3.766e-05
                    185,                 1.7098,                 1.0023,                 1.8059,                0.62515,                0.46841,                0.52154,                0.30591,                 2.8143,                 2.8178,                 2.5537,              3.568e-05,              3.568e-05,              3.568e-05
                    186,                  1.698,                0.99207,                 1.8074,                0.62043,                0.47422,                 0.5233,                0.30561,                 2.8112,                 2.8211,                 2.5484,               3.37e-05,               3.37e-05,               3.37e-05
                    187,                 1.7142,                0.99932,                 1.8104,                0.60608,                0.49011,                0.52012,                 0.3036,                 2.8146,                 2.8241,                 2.5563,              3.172e-05,              3.172e-05,              3.172e-05
                    188,                 1.7319,                 1.0081,                 1.8033,                0.58316,                0.49933,                0.52001,                 0.3029,                 2.8171,                 2.8446,                 2.5606,              2.974e-05,              2.974e-05,              2.974e-05
                    189,                 1.6889,                0.98603,                 1.7959,                 0.5981,                0.49051,                0.52077,                0.30353,                  2.821,                 2.8543,                 2.5625,              2.776e-05,              2.776e-05,              2.776e-05
                    190,                 1.6869,                0.98264,                 1.7997,                0.59718,                0.49268,                0.52225,                0.30423,                 2.8179,                 2.8473,                  2.561,              2.578e-05,              2.578e-05,              2.578e-05
                    191,                 1.6919,                0.91113,                 1.7799,                0.58796,                0.48922,                0.51972,                0.30169,                 2.8317,                 2.8535,                 2.5771,               2.38e-05,               2.38e-05,               2.38e-05
                    192,                 1.6672,                 0.8929,                 1.7734,                 0.5809,                0.47791,                0.51192,                0.29958,                 2.8441,                 2.8725,                 2.5903,              2.182e-05,              2.182e-05,              2.182e-05
                    193,                 1.6542,                0.88351,                 1.7687,                0.58632,                0.47093,                0.51004,                 0.2977,                 2.8505,                 2.8863,                  2.597,              1.984e-05,              1.984e-05,              1.984e-05
                    194,                 1.6702,                0.89405,                 1.7684,                0.57679,                0.47207,                0.50877,                0.29825,                 2.8553,                 2.8973,                 2.5984,              1.786e-05,              1.786e-05,              1.786e-05
                    195,                 1.6464,                0.87332,                 1.7675,                0.64658,                0.46915,                0.50866,                0.29773,                  2.852,                 2.9166,                 2.5945,              1.588e-05,              1.588e-05,              1.588e-05
                    196,                 1.6526,                0.88088,                 1.7682,                0.64214,                0.46753,                0.50837,                0.29859,                 2.8457,                  2.927,                  2.589,               1.39e-05,               1.39e-05,               1.39e-05
                    197,                   1.65,                0.87288,                 1.7594,                 0.6865,                0.44616,                0.50913,                0.29906,                 2.8432,                 2.9158,                 2.5837,              1.192e-05,              1.192e-05,              1.192e-05
                    198,                 1.6551,                0.87446,                 1.7648,                0.64355,                0.46631,                 0.5084,                0.29846,                 2.8474,                 2.9118,                 2.5866,               9.94e-06,               9.94e-06,               9.94e-06
                    199,                 1.6418,                0.86088,                 1.7647,                0.57121,                0.47256,                0.50783,                0.29802,                 2.8503,                 2.9192,                 2.5904,               7.96e-06,               7.96e-06,               7.96e-06
                    200,                 1.6326,                0.86444,                  1.752,                0.56951,                0.47332,                0.50789,                 0.2989,                 2.8533,                 2.9262,                 2.5931,               5.98e-06,               5.98e-06,               5.98e-06
