                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    136,                 1.8712,                 1.1366,                 1.8576,                0.57865,                0.48746,                0.51918,                0.30037,                 2.8086,                 2.7534,                 2.5303,              0.0001327,              0.0001327,              0.0001327
                    137,                 1.8378,                 1.1075,                 1.8439,                0.59226,                0.47536,                0.51644,                0.29478,                 2.8014,                  2.753,                 2.5196,             0.00013072,             0.00013072,             0.00013072
                    138,                 1.8357,                 1.1034,                 1.8428,                0.64904,                0.47947,                0.51021,                0.29364,                 2.8132,                 2.7768,                 2.5368,             0.00012874,             0.00012874,             0.00012874
                    139,                 1.8437,                 1.1162,                 1.8458,                0.65044,                0.47977,                0.51852,                0.29632,                 2.8129,                 2.7342,                  2.527,             0.00012676,             0.00012676,             0.00012676
                    140,                 1.8118,                 1.0911,                 1.8462,                0.70058,                0.46899,                0.52088,                0.29909,                 2.8019,                 2.7521,                 2.5138,             0.00012478,             0.00012478,             0.00012478
                    141,                 1.8388,                 1.1035,                 1.8439,                0.61179,                0.47566,                0.52214,                0.30094,                 2.8075,                 2.7655,                 2.5296,              0.0001228,              0.0001228,              0.0001228
                    142,                  1.848,                 1.1078,                 1.8418,                0.62314,                0.48145,                0.51275,                0.29816,                  2.798,                 2.7765,                 2.5218,             0.00012082,             0.00012082,             0.00012082
                    143,                 1.8216,                 1.0924,                 1.8512,                0.70531,                 0.4738,                0.52291,                0.30802,                 2.7971,                 2.7644,                 2.5281,             0.00011884,             0.00011884,             0.00011884
                    144,                 1.8158,                  1.082,                 1.8368,                0.62323,                0.48365,                0.52205,                0.30712,                 2.8049,                 2.7782,                 2.5266,             0.00011686,             0.00011686,             0.00011686
                    145,                   1.81,                 1.0819,                 1.8402,                0.59201,                 0.4984,                0.51874,                0.30654,                 2.8046,                 2.7914,                 2.5298,             0.00011488,             0.00011488,             0.00011488
